participant_id,country,iso3,region,age,age_group,sex,time_of_day,n_trials,best_rt_ms,mean_rt_ms,median_rt_ms,worst_rt_ms,sd_rt_ms,lapse_count,data_type
16959,Russia,RUS,Europe,47,45-54,unspecified,afternoon,5,229,264,267,283,18.3,0,synthetic
16960,Russia,RUS,Europe,48,45-54,female,evening,5,241,271,268,308,25.7,0,synthetic
16961,Russia,RUS,Europe,62,55-64,female,evening,5,295,330,333,347,18.2,0,synthetic
16962,Russia,RUS,Europe,63,55-64,male,afternoon,5,271,316,303,402,46.3,0,synthetic
16963,Russia,RUS,Europe,28,25-34,male,afternoon,5,230,248,256,265,14.2,0,synthetic
16964,Russia,RUS,Europe,48,45-54,male,afternoon,5,252,275,275,294,13.7,0,synthetic
16965,Russia,RUS,Europe,36,35-44,male,morning,5,239,253,258,260,7.9,0,synthetic
16966,Russia,RUS,Europe,33,25-34,female,morning,5,256,266,268,279,8.3,0,synthetic
16967,Russia,RUS,Europe,34,25-34,male,evening,5,235,276,279,315,25.8,0,synthetic
16968,Russia,RUS,Europe,38,35-44,female,evening,5,253,275,277,287,12.0,0,synthetic
16969,Russia,RUS,Europe,57,55-64,male,afternoon,5,248,284,284,323,23.8,0,synthetic
16970,Russia,RUS,Europe,22,18-24,unspecified,night,5,258,269,267,291,11.8,0,synthetic
16971,Russia,RUS,Europe,57,55-64,female,morning,5,291,304,306,318,8.8,0,synthetic
16972,Russia,RUS,Europe,45,45-54,male,evening,5,281,294,287,318,14.0,0,synthetic
16973,Russia,RUS,Europe,10,10-17,female,afternoon,5,288,318,321,341,18.7,0,synthetic
16974,Russia,RUS,Europe,27,25-34,male,afternoon,5,241,293,259,448,78.6,0,synthetic
16975,Russia,RUS,Europe,40,35-44,female,afternoon,5,247,263,266,272,9.0,0,synthetic
16976,Russia,RUS,Europe,51,45-54,female,night,5,233,277,289,292,22.2,0,synthetic
16977,Russia,RUS,Europe,21,18-24,male,morning,5,269,276,279,282,5.6,0,synthetic
16978,Russia,RUS,Europe,44,35-44,male,afternoon,5,252,268,262,303,18.0,0,synthetic
16979,Russia,RUS,Europe,68,65+,male,afternoon,5,271,292,298,309,15.8,0,synthetic
16980,Russia,RUS,Europe,60,55-64,female,night,5,304,350,314,485,68.1,0,synthetic
16981,Russia,RUS,Europe,42,35-44,female,morning,5,265,301,293,370,37.3,0,synthetic
16982,Russia,RUS,Europe,42,35-44,female,morning,5,281,295,299,308,10.6,0,synthetic
16983,Russia,RUS,Europe,42,35-44,male,morning,5,196,255,265,281,29.8,0,synthetic
16984,Russia,RUS,Europe,40,35-44,unspecified,morning,5,233,247,244,266,11.2,0,synthetic
16985,Russia,RUS,Europe,48,45-54,female,evening,5,276,318,303,405,45.3,0,synthetic
16986,Russia,RUS,Europe,27,25-34,female,evening,5,262,283,284,298,11.7,0,synthetic
16987,Russia,RUS,Europe,66,65+,female,afternoon,5,280,290,292,302,7.8,0,synthetic
16988,Russia,RUS,Europe,36,35-44,male,afternoon,5,221,238,240,257,11.8,0,synthetic
16989,Russia,RUS,Europe,39,35-44,male,evening,5,254,277,283,305,18.9,0,synthetic
16990,Russia,RUS,Europe,33,25-34,male,evening,5,238,288,250,429,71.8,0,synthetic
16991,Russia,RUS,Europe,26,25-34,male,morning,5,265,313,273,381,54.7,0,synthetic
16992,Russia,RUS,Europe,52,45-54,male,night,5,268,285,289,296,10.3,0,synthetic
16993,Russia,RUS,Europe,48,45-54,male,morning,5,278,369,284,532,109.0,1,synthetic
16994,Russia,RUS,Europe,49,45-54,male,afternoon,5,260,288,272,361,37.1,0,synthetic
16995,Russia,RUS,Europe,47,45-54,female,night,5,258,273,268,294,13.3,0,synthetic
16996,Russia,RUS,Europe,33,25-34,female,night,5,259,269,265,286,9.8,0,synthetic
16997,Russia,RUS,Europe,27,25-34,male,morning,5,240,342,285,521,109.3,1,synthetic
16998,Russia,RUS,Europe,46,45-54,female,evening,5,282,307,309,327,14.2,0,synthetic
16999,Russia,RUS,Europe,30,25-34,female,afternoon,5,230,252,260,263,12.7,0,synthetic
17000,Russia,RUS,Europe,27,25-34,male,night,5,241,273,272,311,23.7,0,synthetic
17001,Russia,RUS,Europe,47,45-54,male,morning,5,272,290,278,323,18.9,0,synthetic
17002,Russia,RUS,Europe,56,55-64,male,afternoon,5,249,285,289,309,20.3,0,synthetic
17003,Russia,RUS,Europe,60,55-64,male,morning,5,292,361,313,485,77.1,0,synthetic
17004,Russia,RUS,Europe,47,45-54,male,evening,5,260,279,276,300,13.1,0,synthetic
17005,Russia,RUS,Europe,37,35-44,male,evening,5,221,273,246,409,69.2,0,synthetic
17006,Russia,RUS,Europe,24,18-24,female,afternoon,5,236,260,261,283,16.8,0,synthetic
17007,Russia,RUS,Europe,40,35-44,male,afternoon,5,243,289,270,402,57.7,0,synthetic
17008,Russia,RUS,Europe,52,45-54,female,morning,5,236,278,292,297,23.7,0,synthetic
17009,Russia,RUS,Europe,44,35-44,female,afternoon,5,274,299,309,311,14.5,0,synthetic
17010,Russia,RUS,Europe,25,25-34,male,morning,5,251,283,256,381,49.8,0,synthetic
17011,Russia,RUS,Europe,28,25-34,female,night,5,239,293,271,395,56.8,0,synthetic
17012,Russia,RUS,Europe,37,35-44,male,night,5,246,267,266,288,13.2,0,synthetic
17013,Russia,RUS,Europe,32,25-34,male,afternoon,5,243,322,281,429,75.8,0,synthetic
17014,Russia,RUS,Europe,46,45-54,female,night,5,292,375,314,482,86.1,0,synthetic
17015,Russia,RUS,Europe,39,35-44,female,afternoon,5,265,298,280,383,42.7,0,synthetic
17016,Russia,RUS,Europe,48,45-54,male,morning,5,264,273,267,287,9.3,0,synthetic
17017,Russia,RUS,Europe,46,45-54,female,afternoon,5,289,353,298,461,73.7,0,synthetic
17018,Russia,RUS,Europe,35,35-44,male,afternoon,5,230,292,265,424,69.4,0,synthetic
17019,Russia,RUS,Europe,60,55-64,male,evening,5,272,291,290,310,11.9,0,synthetic
17020,Russia,RUS,Europe,41,35-44,male,morning,5,243,332,280,444,81.8,0,synthetic
17021,Russia,RUS,Europe,42,35-44,female,evening,5,252,273,269,303,16.5,0,synthetic
17022,Russia,RUS,Europe,46,45-54,female,evening,5,285,312,315,325,13.7,0,synthetic
17023,Russia,RUS,Europe,21,18-24,male,afternoon,5,242,251,244,270,11.1,0,synthetic
17024,Russia,RUS,Europe,47,45-54,unspecified,morning,5,271,288,292,299,10.1,0,synthetic
17025,Russia,RUS,Europe,33,25-34,female,evening,5,256,271,272,289,11.2,0,synthetic
17026,Russia,RUS,Europe,32,25-34,unspecified,morning,5,245,272,268,310,21.1,0,synthetic
17027,Russia,RUS,Europe,51,45-54,female,afternoon,5,277,288,280,303,11.7,0,synthetic
17028,Russia,RUS,Europe,21,18-24,male,afternoon,5,204,235,235,275,24.0,0,synthetic
17029,Russia,RUS,Europe,58,55-64,male,evening,5,298,317,313,339,17.6,0,synthetic
17030,Russia,RUS,Europe,41,35-44,female,afternoon,5,244,334,286,553,111.3,1,synthetic
17031,Russia,RUS,Europe,33,25-34,female,afternoon,5,225,269,247,382,58.2,0,synthetic
17032,Russia,RUS,Europe,29,25-34,female,afternoon,5,248,262,251,289,16.3,0,synthetic
17033,Russia,RUS,Europe,35,35-44,female,evening,5,279,290,289,312,11.8,0,synthetic
17034,Russia,RUS,Europe,46,45-54,female,evening,5,256,284,287,303,17.9,0,synthetic
17035,Russia,RUS,Europe,62,55-64,male,afternoon,5,281,308,311,324,14.1,0,synthetic
17036,Russia,RUS,Europe,28,25-34,female,evening,5,240,300,265,448,75.6,0,synthetic
17037,Russia,RUS,Europe,28,25-34,male,afternoon,5,224,250,255,264,13.7,0,synthetic
17038,Russia,RUS,Europe,32,25-34,male,afternoon,5,265,303,275,409,54.0,0,synthetic
17039,Russia,RUS,Europe,16,10-17,male,morning,5,254,272,268,287,12.5,0,synthetic
17040,Russia,RUS,Europe,63,55-64,male,morning,5,304,331,338,355,17.9,0,synthetic
17041,Russia,RUS,Europe,49,45-54,female,afternoon,5,268,308,279,404,51.4,0,synthetic
17042,Russia,RUS,Europe,42,35-44,male,evening,5,271,282,282,300,10.3,0,synthetic
17043,Russia,RUS,Europe,51,45-54,male,afternoon,5,251,298,265,430,66.7,0,synthetic
17044,Russia,RUS,Europe,53,45-54,female,evening,5,244,277,274,318,25.0,0,synthetic
17045,Russia,RUS,Europe,52,45-54,male,evening,5,281,299,304,312,12.5,0,synthetic
17046,Russia,RUS,Europe,37,35-44,male,evening,5,270,289,285,307,14.6,0,synthetic
17047,Russia,RUS,Europe,33,25-34,female,morning,5,263,313,270,476,82.2,0,synthetic
17048,Russia,RUS,Europe,43,35-44,male,morning,5,238,289,254,416,65.5,0,synthetic
17049,Russia,RUS,Europe,61,55-64,male,afternoon,5,295,343,312,485,71.7,0,synthetic
17050,Russia,RUS,Europe,44,35-44,male,afternoon,5,288,297,297,302,5.1,0,synthetic
17051,Russia,RUS,Europe,38,35-44,female,evening,5,248,294,286,371,44.0,0,synthetic
17052,Russia,RUS,Europe,49,45-54,male,night,5,276,288,289,299,7.7,0,synthetic
17053,Russia,RUS,Europe,52,45-54,female,evening,5,292,301,302,306,4.9,0,synthetic
17054,Russia,RUS,Europe,13,10-17,female,afternoon,5,274,294,298,316,15.3,0,synthetic
17055,Russia,RUS,Europe,59,55-64,male,evening,5,261,311,298,422,57.2,0,synthetic
17056,Russia,RUS,Europe,21,18-24,female,afternoon,5,249,279,278,303,19.4,0,synthetic
17057,Russia,RUS,Europe,46,45-54,male,evening,5,278,325,299,425,52.4,0,synthetic
17058,Russia,RUS,Europe,47,45-54,female,afternoon,5,284,304,296,334,17.1,0,synthetic
17059,Russia,RUS,Europe,37,35-44,female,morning,5,263,281,281,302,13.5,0,synthetic
17060,Russia,RUS,Europe,37,35-44,unspecified,afternoon,5,273,358,298,477,89.3,0,synthetic
17061,Russia,RUS,Europe,31,25-34,male,afternoon,5,195,221,220,257,20.5,0,synthetic
17062,Russia,RUS,Europe,38,35-44,male,evening,5,233,265,272,278,17.0,0,synthetic
17063,Russia,RUS,Europe,48,45-54,male,morning,5,259,280,282,305,15.7,0,synthetic
17064,Russia,RUS,Europe,43,35-44,male,evening,5,252,329,295,432,76.8,0,synthetic
17065,Russia,RUS,Europe,12,10-17,male,morning,5,253,297,264,439,71.3,0,synthetic
17066,Russia,RUS,Europe,33,25-34,female,night,5,251,273,274,289,12.8,0,synthetic
17067,Russia,RUS,Europe,50,45-54,male,morning,5,226,327,251,540,118.8,1,synthetic
17068,Russia,RUS,Europe,47,45-54,female,afternoon,5,277,326,302,466,71.0,0,synthetic
17069,Russia,RUS,Europe,46,45-54,male,night,5,237,262,260,296,20.6,0,synthetic
17070,Russia,RUS,Europe,36,35-44,female,evening,5,263,275,276,284,6.6,0,synthetic
17071,Russia,RUS,Europe,45,45-54,female,morning,5,294,324,321,376,28.0,0,synthetic
17072,Russia,RUS,Europe,20,18-24,male,morning,5,209,233,231,249,14.1,0,synthetic
17073,Russia,RUS,Europe,38,35-44,male,evening,5,239,277,255,388,56.2,0,synthetic
17074,Russia,RUS,Europe,66,65+,female,evening,5,313,359,345,465,55.0,0,synthetic
17075,Russia,RUS,Europe,45,45-54,male,afternoon,5,246,255,254,268,7.8,0,synthetic
17076,Russia,RUS,Europe,40,35-44,female,night,5,245,313,270,511,99.5,1,synthetic
17077,Russia,RUS,Europe,26,25-34,male,evening,5,271,319,287,447,66.3,0,synthetic
17078,Russia,RUS,Europe,48,45-54,male,night,5,259,352,301,590,120.7,1,synthetic
17079,Russia,RUS,Europe,55,55-64,male,afternoon,5,274,285,275,313,14.8,0,synthetic
17080,Russia,RUS,Europe,48,45-54,male,evening,5,241,326,248,588,133.5,1,synthetic
17081,Russia,RUS,Europe,62,55-64,male,evening,5,275,315,306,402,45.7,0,synthetic
17082,Russia,RUS,Europe,40,35-44,male,morning,5,246,277,270,313,22.3,0,synthetic
17083,Russia,RUS,Europe,30,25-34,female,evening,5,244,265,261,293,16.3,0,synthetic
17084,Russia,RUS,Europe,42,35-44,male,afternoon,5,214,240,237,275,23.0,0,synthetic
17085,Russia,RUS,Europe,34,25-34,male,morning,5,264,270,268,279,5.0,0,synthetic
17086,Russia,RUS,Europe,40,35-44,male,afternoon,5,225,254,256,286,22.2,0,synthetic
17087,Russia,RUS,Europe,43,35-44,male,afternoon,5,248,267,271,283,12.1,0,synthetic
17088,Russia,RUS,Europe,50,45-54,female,morning,5,261,309,283,446,69.3,0,synthetic
17089,Russia,RUS,Europe,41,35-44,female,afternoon,5,262,273,271,289,9.7,0,synthetic
17090,Russia,RUS,Europe,21,18-24,male,afternoon,5,246,327,263,478,91.7,0,synthetic
17091,Russia,RUS,Europe,50,45-54,female,evening,5,273,290,291,302,9.7,0,synthetic
17092,Russia,RUS,Europe,20,18-24,male,morning,5,254,272,265,297,17.2,0,synthetic
17093,Russia,RUS,Europe,27,25-34,male,night,5,239,268,273,288,17.0,0,synthetic
17094,Russia,RUS,Europe,37,35-44,female,evening,5,249,295,279,405,56.7,0,synthetic
17095,Russia,RUS,Europe,49,45-54,female,morning,5,289,312,310,340,17.1,0,synthetic
17096,Russia,RUS,Europe,39,35-44,female,afternoon,5,293,302,302,308,5.7,0,synthetic
17097,Russia,RUS,Europe,47,45-54,male,afternoon,5,260,279,286,297,14.5,0,synthetic
17098,Russia,RUS,Europe,28,25-34,female,afternoon,5,247,296,254,470,86.9,0,synthetic
17099,Russia,RUS,Europe,35,35-44,female,afternoon,5,220,260,259,292,23.4,0,synthetic
17100,Russia,RUS,Europe,53,45-54,female,morning,5,304,376,328,491,72.2,0,synthetic
17101,Russia,RUS,Europe,28,25-34,male,afternoon,5,245,261,267,279,13.2,0,synthetic
17102,Russia,RUS,Europe,34,25-34,female,evening,5,240,265,273,287,17.6,0,synthetic
17103,Russia,RUS,Europe,33,25-34,female,afternoon,5,262,281,285,295,11.8,0,synthetic
17104,Russia,RUS,Europe,55,55-64,male,afternoon,5,239,254,244,285,16.7,0,synthetic
17105,Russia,RUS,Europe,41,35-44,male,morning,5,231,260,252,299,23.1,0,synthetic
17106,Russia,RUS,Europe,41,35-44,female,morning,5,250,271,269,304,18.6,0,synthetic
17107,Russia,RUS,Europe,40,35-44,male,morning,5,257,310,280,444,68.2,0,synthetic
17108,Russia,RUS,Europe,32,25-34,female,evening,5,260,275,268,303,14.9,0,synthetic
17109,Russia,RUS,Europe,40,35-44,female,morning,5,254,282,281,303,18.3,0,synthetic
17110,Russia,RUS,Europe,21,18-24,male,evening,5,237,293,282,396,55.2,0,synthetic
17111,Russia,RUS,Europe,50,45-54,female,night,5,287,312,315,331,14.4,0,synthetic
17112,Russia,RUS,Europe,44,35-44,male,morning,5,260,285,285,308,15.2,0,synthetic
17113,Russia,RUS,Europe,46,45-54,male,evening,5,290,355,292,593,119.3,1,synthetic
17114,Russia,RUS,Europe,40,35-44,male,afternoon,5,237,266,263,309,23.9,0,synthetic
17115,Russia,RUS,Europe,44,35-44,male,afternoon,5,255,351,369,447,75.3,0,synthetic
17116,Russia,RUS,Europe,43,35-44,female,evening,5,248,277,277,296,16.9,0,synthetic
17117,Russia,RUS,Europe,43,35-44,male,afternoon,5,261,347,281,514,97.7,1,synthetic
17118,Russia,RUS,Europe,31,25-34,female,evening,5,266,320,281,459,71.7,0,synthetic
17119,Russia,RUS,Europe,32,25-34,female,afternoon,5,267,279,281,287,7.4,0,synthetic
17120,Russia,RUS,Europe,43,35-44,female,night,5,259,274,271,293,11.9,0,synthetic
17121,Russia,RUS,Europe,46,45-54,male,afternoon,5,194,231,240,250,20.2,0,synthetic
17122,Russia,RUS,Europe,66,65+,female,morning,5,279,311,318,329,17.9,0,synthetic
17123,Russia,RUS,Europe,33,25-34,female,evening,5,259,271,269,284,10.4,0,synthetic
17124,Russia,RUS,Europe,34,25-34,male,afternoon,5,267,282,282,293,10.3,0,synthetic
17125,Russia,RUS,Europe,23,18-24,male,afternoon,5,238,316,273,514,100.3,1,synthetic
17126,Russia,RUS,Europe,16,10-17,male,evening,5,254,278,282,298,15.9,0,synthetic
17127,Russia,RUS,Europe,52,45-54,male,morning,5,215,267,270,305,30.7,0,synthetic
17128,Russia,RUS,Europe,41,35-44,female,morning,5,258,284,286,302,15.0,0,synthetic
17129,Russia,RUS,Europe,34,25-34,female,afternoon,5,261,283,277,319,19.5,0,synthetic
17130,Russia,RUS,Europe,41,35-44,female,morning,5,233,282,273,364,43.4,0,synthetic
17131,Russia,RUS,Europe,45,45-54,female,morning,5,234,275,256,356,42.9,0,synthetic
17132,Russia,RUS,Europe,49,45-54,male,evening,5,269,283,286,292,8.4,0,synthetic
17133,Russia,RUS,Europe,43,35-44,female,morning,5,239,266,270,286,15.5,0,synthetic
17134,Russia,RUS,Europe,33,25-34,male,evening,5,233,261,261,282,17.1,0,synthetic
17135,Russia,RUS,Europe,29,25-34,female,morning,5,233,279,282,338,36.1,0,synthetic
17136,Russia,RUS,Europe,47,45-54,female,morning,5,274,287,277,307,14.1,0,synthetic
17137,Russia,RUS,Europe,41,35-44,female,evening,5,253,308,301,421,60.7,0,synthetic
17138,Russia,RUS,Europe,49,45-54,male,evening,5,218,246,244,299,28.9,0,synthetic
17139,Russia,RUS,Europe,40,35-44,female,afternoon,5,250,274,272,296,16.5,0,synthetic
17140,Russia,RUS,Europe,61,55-64,male,morning,5,266,284,284,311,15.4,0,synthetic
17141,Russia,RUS,Europe,43,35-44,male,morning,5,256,334,278,435,78.3,0,synthetic
17142,Russia,RUS,Europe,30,25-34,female,morning,5,226,262,268,280,18.8,0,synthetic
17143,Russia,RUS,Europe,34,25-34,female,evening,5,239,265,268,284,15.9,0,synthetic
17144,Russia,RUS,Europe,16,10-17,male,afternoon,5,237,267,258,308,23.6,0,synthetic
17145,Russia,RUS,Europe,17,10-17,unspecified,afternoon,5,262,301,271,403,53.3,0,synthetic
17146,Russia,RUS,Europe,34,25-34,male,afternoon,5,288,311,294,350,25.9,0,synthetic
17147,Russia,RUS,Europe,32,25-34,female,evening,5,213,241,246,260,15.7,0,synthetic
17148,Russia,RUS,Europe,50,45-54,female,evening,5,272,300,299,334,23.2,0,synthetic
17149,Russia,RUS,Europe,12,10-17,male,morning,5,291,301,299,324,12.0,0,synthetic
17150,Russia,RUS,Europe,45,45-54,male,afternoon,5,239,272,275,303,28.0,0,synthetic
17151,Russia,RUS,Europe,46,45-54,female,evening,5,270,282,281,294,8.3,0,synthetic
17152,Russia,RUS,Europe,22,18-24,female,afternoon,5,260,282,280,300,14.7,0,synthetic
17153,Russia,RUS,Europe,48,45-54,female,morning,5,292,301,303,313,7.5,0,synthetic
17154,Russia,RUS,Europe,62,55-64,female,morning,5,270,290,289,312,13.8,0,synthetic
17155,Russia,RUS,Europe,37,35-44,female,morning,5,233,251,253,269,11.8,0,synthetic
17156,Russia,RUS,Europe,44,35-44,male,evening,5,255,305,295,374,40.8,0,synthetic
17157,Russia,RUS,Europe,38,35-44,male,afternoon,5,253,273,270,303,17.8,0,synthetic
17158,Russia,RUS,Europe,60,55-64,female,morning,5,279,303,296,327,19.7,0,synthetic
17159,Russia,RUS,Europe,46,45-54,male,night,5,298,366,313,553,95.7,1,synthetic
17160,Russia,RUS,Europe,47,45-54,female,evening,5,278,287,285,303,8.7,0,synthetic
17161,Russia,RUS,Europe,31,25-34,male,evening,5,217,246,253,263,16.0,0,synthetic
17162,Russia,RUS,Europe,35,35-44,female,morning,5,260,310,291,431,62.9,0,synthetic
17163,Russia,RUS,Europe,26,25-34,female,morning,5,235,259,260,287,18.1,0,synthetic
17164,Russia,RUS,Europe,40,35-44,female,morning,5,265,314,288,431,60.2,0,synthetic
17165,Russia,RUS,Europe,48,45-54,male,evening,5,257,272,278,280,9.2,0,synthetic
17166,Russia,RUS,Europe,18,18-24,female,morning,5,268,288,287,309,13.3,0,synthetic
17167,Russia,RUS,Europe,28,25-34,female,morning,5,233,252,248,287,18.3,0,synthetic
17168,Russia,RUS,Europe,36,35-44,male,morning,5,240,266,248,329,32.5,0,synthetic
17169,Russia,RUS,Europe,30,25-34,male,morning,5,210,307,263,452,86.7,0,synthetic
17170,Russia,RUS,Europe,28,25-34,male,afternoon,5,233,257,257,275,13.7,0,synthetic
17171,Russia,RUS,Europe,42,35-44,male,morning,5,231,267,278,291,21.3,0,synthetic
17172,Russia,RUS,Europe,28,25-34,male,evening,5,234,271,254,354,43.0,0,synthetic
17173,Russia,RUS,Europe,28,25-34,male,evening,5,243,267,263,307,21.8,0,synthetic
17174,Russia,RUS,Europe,15,10-17,female,night,5,239,285,296,311,26.0,0,synthetic
17175,Russia,RUS,Europe,19,18-24,female,morning,5,255,264,259,276,9.1,0,synthetic
17176,Russia,RUS,Europe,32,25-34,female,afternoon,5,242,264,260,287,16.6,0,synthetic
17177,Russia,RUS,Europe,47,45-54,unspecified,afternoon,5,251,271,266,293,16.6,0,synthetic
17178,Russia,RUS,Europe,52,45-54,male,morning,5,265,331,289,526,97.9,1,synthetic
17179,Russia,RUS,Europe,57,55-64,male,evening,5,281,327,316,419,48.4,0,synthetic
17180,Russia,RUS,Europe,35,35-44,female,morning,5,258,284,286,310,17.6,0,synthetic
17181,Russia,RUS,Europe,65,65+,male,evening,5,287,296,298,301,5.3,0,synthetic
17182,Russia,RUS,Europe,45,45-54,male,morning,5,252,267,267,290,12.8,0,synthetic
17183,Russia,RUS,Europe,21,18-24,male,afternoon,5,221,234,231,251,9.8,0,synthetic
17184,Russia,RUS,Europe,27,25-34,male,evening,5,245,274,270,294,18.2,0,synthetic
17185,Russia,RUS,Europe,44,35-44,female,afternoon,5,260,281,281,301,13.6,0,synthetic
17186,Russia,RUS,Europe,33,25-34,male,night,5,254,301,268,427,65.3,0,synthetic
17187,Russia,RUS,Europe,32,25-34,male,afternoon,5,244,258,257,277,11.3,0,synthetic
17188,Russia,RUS,Europe,33,25-34,male,evening,5,248,268,267,296,16.0,0,synthetic
17189,Russia,RUS,Europe,47,45-54,female,night,5,289,321,294,418,49.1,0,synthetic
17190,Russia,RUS,Europe,33,25-34,male,afternoon,5,228,252,247,273,16.0,0,synthetic
17191,Russia,RUS,Europe,33,25-34,female,evening,5,222,252,258,271,16.2,0,synthetic
17192,Russia,RUS,Europe,59,55-64,male,morning,5,269,305,295,372,35.2,0,synthetic
17193,Russia,RUS,Europe,22,18-24,male,morning,5,212,244,252,280,25.0,0,synthetic
17194,Russia,RUS,Europe,37,35-44,male,night,5,275,291,293,312,13.3,0,synthetic
17195,Russia,RUS,Europe,22,18-24,female,afternoon,5,242,269,262,319,28.6,0,synthetic
17196,Russia,RUS,Europe,29,25-34,female,evening,5,226,239,233,258,11.9,0,synthetic
17197,Russia,RUS,Europe,39,35-44,unspecified,evening,5,259,275,276,300,15.1,0,synthetic
17198,Russia,RUS,Europe,35,35-44,female,evening,5,276,291,295,303,9.4,0,synthetic
17199,Russia,RUS,Europe,15,10-17,male,evening,5,265,278,276,296,10.3,0,synthetic
17200,Russia,RUS,Europe,67,65+,female,afternoon,5,300,334,343,348,17.6,0,synthetic
17201,Russia,RUS,Europe,36,35-44,female,afternoon,5,219,243,243,259,14.2,0,synthetic
17202,Russia,RUS,Europe,31,25-34,male,morning,5,252,287,291,308,18.5,0,synthetic
17203,Russia,RUS,Europe,29,25-34,female,night,5,267,303,309,327,20.6,0,synthetic
17204,Russia,RUS,Europe,36,35-44,male,afternoon,5,222,252,263,282,22.4,0,synthetic
17205,Russia,RUS,Europe,38,35-44,male,night,5,268,349,308,453,75.5,0,synthetic
17206,Russia,RUS,Europe,42,35-44,male,morning,5,232,250,247,264,11.9,0,synthetic
17207,Russia,RUS,Europe,34,25-34,male,afternoon,5,228,245,246,259,12.0,0,synthetic
17208,Russia,RUS,Europe,49,45-54,female,morning,5,283,329,295,433,55.5,0,synthetic
17209,Russia,RUS,Europe,50,45-54,male,afternoon,5,217,250,252,288,23.4,0,synthetic
17210,Russia,RUS,Europe,49,45-54,male,evening,5,256,315,289,455,71.1,0,synthetic
17211,Russia,RUS,Europe,38,35-44,female,afternoon,5,221,254,266,286,25.8,0,synthetic
17212,Russia,RUS,Europe,44,35-44,male,afternoon,5,275,317,297,429,56.6,0,synthetic
17213,Russia,RUS,Europe,53,45-54,male,afternoon,5,253,270,276,287,14.1,0,synthetic
17214,Russia,RUS,Europe,46,45-54,male,morning,5,240,267,267,283,15.3,0,synthetic
17215,Russia,RUS,Europe,16,10-17,female,afternoon,5,254,306,283,441,68.4,0,synthetic
17216,Russia,RUS,Europe,28,25-34,male,night,5,237,256,258,284,15.9,0,synthetic
17217,Russia,RUS,Europe,42,35-44,female,night,5,279,298,303,319,15.8,0,synthetic
17218,Russia,RUS,Europe,25,25-34,male,afternoon,5,224,246,249,260,11.8,0,synthetic
17219,Russia,RUS,Europe,27,25-34,female,afternoon,5,244,254,251,275,11.2,0,synthetic
17220,Russia,RUS,Europe,48,45-54,male,morning,5,235,262,265,282,15.9,0,synthetic
17221,Russia,RUS,Europe,49,45-54,male,morning,5,266,276,277,285,5.8,0,synthetic
17222,Russia,RUS,Europe,29,25-34,male,morning,5,260,276,269,316,20.4,0,synthetic
17223,Russia,RUS,Europe,23,18-24,female,afternoon,5,236,244,245,250,4.8,0,synthetic
17224,Russia,RUS,Europe,56,55-64,male,evening,5,244,292,264,399,56.1,0,synthetic
17225,Russia,RUS,Europe,45,45-54,female,evening,5,258,282,290,304,17.5,0,synthetic
17226,Russia,RUS,Europe,46,45-54,male,evening,5,298,304,305,311,5.0,0,synthetic
17227,Russia,RUS,Europe,21,18-24,female,morning,5,270,280,280,289,6.6,0,synthetic
17228,Russia,RUS,Europe,49,45-54,male,afternoon,5,212,247,263,269,24.1,0,synthetic
17229,Russia,RUS,Europe,36,35-44,female,night,5,293,339,301,483,72.8,0,synthetic
17230,Russia,RUS,Europe,37,35-44,male,afternoon,5,222,234,237,239,6.4,0,synthetic
17231,Russia,RUS,Europe,28,25-34,female,afternoon,5,227,243,238,274,16.3,0,synthetic
17232,Russia,RUS,Europe,31,25-34,female,afternoon,5,229,262,264,296,21.8,0,synthetic
17233,Russia,RUS,Europe,17,10-17,male,night,5,237,268,264,298,24.1,0,synthetic
17234,Russia,RUS,Europe,32,25-34,female,afternoon,5,225,253,249,297,25.3,0,synthetic
17235,Russia,RUS,Europe,22,18-24,male,night,5,262,286,284,303,14.8,0,synthetic
17236,Russia,RUS,Europe,44,35-44,female,evening,5,272,289,279,326,19.6,0,synthetic
17237,Russia,RUS,Europe,24,18-24,male,night,5,275,303,285,388,42.4,0,synthetic
17238,Russia,RUS,Europe,28,25-34,male,morning,5,203,286,262,435,78.0,0,synthetic
17239,Russia,RUS,Europe,51,45-54,unspecified,evening,5,278,296,292,312,12.7,0,synthetic
17240,Russia,RUS,Europe,34,25-34,female,night,5,273,286,288,293,7.5,0,synthetic
17241,Russia,RUS,Europe,54,45-54,female,evening,5,266,274,273,286,7.5,0,synthetic
17242,Russia,RUS,Europe,36,35-44,female,evening,5,272,284,282,301,9.3,0,synthetic
17243,Russia,RUS,Europe,32,25-34,female,morning,5,240,267,249,319,29.7,0,synthetic
17244,Russia,RUS,Europe,31,25-34,female,afternoon,5,252,266,262,288,13.3,0,synthetic
17245,Russia,RUS,Europe,53,45-54,male,morning,5,259,306,270,459,76.8,0,synthetic
17246,Russia,RUS,Europe,26,25-34,female,afternoon,5,233,300,258,484,93.1,0,synthetic
17247,Russia,RUS,Europe,47,45-54,female,afternoon,5,256,304,312,327,24.9,0,synthetic
17248,Russia,RUS,Europe,21,18-24,male,evening,5,227,246,236,268,17.1,0,synthetic
17249,Russia,RUS,Europe,17,10-17,female,night,5,279,340,307,427,60.1,0,synthetic
17250,Russia,RUS,Europe,33,25-34,female,afternoon,5,252,269,271,285,11.7,0,synthetic
